SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,player_id,player_name
22025,1630583,0022500419,"Dec 23, 2025",MEM @ UTA,W,34,13,21,0.619,7,13,0.538,4,7,0.571,1,4,5,7,1,0,3,3,37,5,1,1630583,Santi Aldama
22025,1630583,0022500406,"Dec 22, 2025",MEM @ OKC,L,25,4,13,0.308,1,5,0.2,0,0,0.0,1,6,7,1,0,0,2,1,9,-13,1,1630583,Santi Aldama
22025,1630583,0022500391,"Dec 20, 2025",MEM vs. WAS,L,36,15,23,0.652,5,9,0.556,2,3,0.667,6,4,10,2,1,1,2,2,37,-1,1,1630583,Santi Aldama
22025,1630583,0022500368,"Dec 17, 2025",MEM @ MIN,W,34,4,8,0.5,0,2,0.0,0,0,0.0,3,8,11,3,0,0,3,4,8,-5,1,1630583,Santi Aldama
22025,1630583,0022501226,"Dec 15, 2025",MEM @ LAC,W,31,1,5,0.2,0,4,0.0,1,2,0.5,1,1,2,2,1,0,1,1,3,6,1,1630583,Santi Aldama
22025,1630583,0022501213,"Dec 12, 2025",MEM vs. UTA,L,36,8,15,0.533,4,8,0.5,2,4,0.5,1,6,7,2,1,1,0,3,22,-2,1,1630583,Santi Aldama
22025,1630583,0022500360,"Dec 07, 2025",MEM vs. POR,W,28,7,11,0.636,3,6,0.5,5,7,0.714,1,6,7,1,2,0,0,1,22,34,1,1630583,Santi Aldama
22025,1630583,0022500347,"Dec 05, 2025",MEM vs. LAC,W,25,3,9,0.333,0,3,0.0,1,2,0.5,0,6,6,4,1,0,3,2,7,7,1,1630583,Santi Aldama
22025,1630583,0022500322,"Dec 02, 2025",MEM @ SAS,L,24,1,5,0.2,0,1,0.0,2,2,1.0,1,2,3,5,0,1,0,3,4,-18,1,1630583,Santi Aldama
22025,1630583,0022500307,"Nov 30, 2025",MEM @ SAC,W,22,2,5,0.4,0,1,0.0,3,3,1.0,1,5,6,4,1,1,2,1,7,-20,1,1630583,Santi Aldama
22025,1630583,0022500079,"Nov 28, 2025",MEM @ LAC,W,22,4,7,0.571,2,2,1.0,3,4,0.75,1,6,7,5,0,0,0,1,13,5,1,1630583,Santi Aldama
22025,1630583,0022500065,"Nov 26, 2025",MEM @ NOP,W,24,5,9,0.556,2,3,0.667,2,2,1.0,0,5,5,4,0,1,0,0,14,-21,1,1630583,Santi Aldama
22025,1630583,0022500287,"Nov 24, 2025",MEM vs. DEN,L,33,5,16,0.313,0,5,0.0,2,2,1.0,3,3,6,6,2,2,1,1,12,2,1,1630583,Santi Aldama
22025,1630583,0022500273,"Nov 22, 2025",MEM @ DAL,W,35,9,17,0.529,2,5,0.4,0,0,0.0,2,6,8,4,1,1,0,1,20,10,1,1630583,Santi Aldama
22025,1630583,0022500265,"Nov 20, 2025",MEM vs. SAC,W,28,11,18,0.611,5,11,0.455,2,3,0.667,0,5,5,3,0,2,1,0,29,28,1,1630583,Santi Aldama
22025,1630583,0022500252,"Nov 18, 2025",MEM @ SAS,L,26,4,10,0.4,0,2,0.0,2,2,1.0,2,4,6,2,1,1,1,0,10,-2,1,1630583,Santi Aldama
22025,1630583,0022500228,"Nov 15, 2025",MEM @ CLE,L,25,5,9,0.556,2,4,0.5,0,2,0.0,1,10,11,2,1,0,0,3,12,-13,1,1630583,Santi Aldama
22025,1630583,0022500216,"Nov 12, 2025",MEM @ BOS,L,24,4,11,0.364,2,7,0.286,4,6,0.667,2,4,6,4,2,1,1,0,14,4,1,1630583,Santi Aldama
22025,1630583,0022500208,"Nov 11, 2025",MEM @ NYK,L,30,8,10,0.8,1,3,0.333,2,4,0.5,0,7,7,3,0,0,0,2,19,-11,1,1630583,Santi Aldama
22025,1630583,0022500194,"Nov 09, 2025",MEM vs. OKC,L,30,5,10,0.5,1,4,0.25,1,1,1.0,1,8,9,4,1,2,4,3,12,-12,1,1630583,Santi Aldama
22025,1630583,0022500034,"Nov 07, 2025",MEM vs. DAL,W,28,5,12,0.417,3,7,0.429,3,4,0.75,0,2,2,2,0,0,2,2,16,-7,1,1630583,Santi Aldama
22025,1630583,0022500176,"Nov 05, 2025",MEM vs. HOU,L,26,5,12,0.417,1,5,0.2,5,6,0.833,1,3,4,1,2,1,0,0,16,-7,1,1630583,Santi Aldama
22025,1630583,0022500161,"Nov 03, 2025",MEM vs. DET,L,23,5,9,0.556,1,3,0.333,0,0,0.0,2,3,5,1,0,0,3,1,11,-14,1,1630583,Santi Aldama
22025,1630583,0022500152,"Nov 02, 2025",MEM @ TOR,L,28,5,14,0.357,2,7,0.286,3,4,0.75,1,3,4,2,0,0,0,1,15,-6,1,1630583,Santi Aldama
22025,1630583,0022500024,"Oct 31, 2025",MEM vs. LAL,L,26,3,12,0.25,1,5,0.2,0,0,0.0,4,6,10,4,1,0,2,2,7,-9,1,1630583,Santi Aldama
22025,1630583,0022500137,"Oct 29, 2025",MEM @ PHX,W,31,6,12,0.5,2,5,0.4,0,0,0.0,2,8,10,5,3,0,1,1,14,8,1,1630583,Santi Aldama
22025,1630583,0022500121,"Oct 27, 2025",MEM @ GSW,L,22,6,13,0.462,2,6,0.333,0,2,0.0,1,5,6,4,3,0,2,1,14,2,1,1630583,Santi Aldama
22025,1630583,0022500103,"Oct 25, 2025",MEM vs. IND,W,21,4,9,0.444,1,3,0.333,0,0,0.0,3,5,8,1,0,2,0,1,9,13,1,1630583,Santi Aldama
22025,1630583,0022500094,"Oct 24, 2025",MEM vs. MIA,L,20,6,9,0.667,1,2,0.5,0,1,0.0,3,5,8,0,1,0,1,0,13,-12,1,1630583,Santi Aldama
22025,1630583,0022500085,"Oct 22, 2025",MEM vs. NOP,W,24,2,7,0.286,0,3,0.0,1,3,0.333,1,5,6,2,1,2,2,5,5,9,1,1630583,Santi Aldama
22024,1641725,0022401193,"Apr 13, 2025",DEN @ HOU,W,6,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,0,2,-10,1,1641725,Trey Alexander
22024,1641725,0022401125,"Apr 04, 2025",DEN @ GSW,L,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1641725,Trey Alexander
22024,1641725,0022401110,"Apr 02, 2025",DEN vs. SAS,L,20,3,11,0.273,1,6,0.167,0,0,0.0,1,1,2,1,0,0,2,1,7,-6,1,1641725,Trey Alexander
22024,1641725,0022401073,"Mar 28, 2025",DEN vs. UTA,W,5,2,3,0.667,0,1,0.0,0,0,0.0,0,0,0,2,0,0,0,1,4,-2,1,1641725,Trey Alexander
22024,1641725,0022400952,"Mar 12, 2025",DEN vs. MIN,L,5,0,2,0.0,0,0,0.0,1,2,0.5,0,0,0,1,0,0,0,0,1,6,1,1641725,Trey Alexander
22024,1641725,0022400920,"Mar 09, 2025",DEN @ OKC,L,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,1,1641725,Trey Alexander
22024,1641725,0022400763,"Feb 10, 2025",DEN vs. POR,W,4,2,4,0.5,0,0,0.0,0,0,0.0,0,4,4,0,0,0,0,1,4,0,1,1641725,Trey Alexander
22024,1641725,0022400749,"Feb 08, 2025",DEN @ PHX,W,6,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,1,0,0,2,1,0,-2,1,1641725,Trey Alexander
22024,1641725,0022400730,"Feb 06, 2025",DEN vs. ORL,W,5,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,-11,1,1641725,Trey Alexander
22024,1641725,0022400726,"Feb 05, 2025",DEN vs. NOP,W,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,4,1,1641725,Trey Alexander
22024,1641725,0022400568,"Jan 15, 2025",DEN vs. HOU,L,6,1,4,0.25,1,2,0.5,0,0,0.0,0,1,1,1,1,0,0,1,3,1,1,1641725,Trey Alexander
22024,1641725,0022400559,"Jan 14, 2025",DEN @ DAL,W,3,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,-4,1,1641725,Trey Alexander
22024,1641725,0022400515,"Jan 08, 2025",DEN vs. LAC,W,4,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,2,0,0,0,0,0,-5,1,1641725,Trey Alexander
22024,1641725,0022400507,"Jan 07, 2025",DEN vs. BOS,L,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1641725,Trey Alexander
22024,1641725,0022400402,"Dec 23, 2024",DEN vs. PHX,W,4,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,2,1,1641725,Trey Alexander
22024,1641725,0022400350,"Dec 08, 2024",DEN @ ATL,W,3,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,5,1,1641725,Trey Alexander
22024,1641725,0022400298,"Nov 27, 2024",DEN @ UTA,W,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1641725,Trey Alexander
22024,1641725,0022400283,"Nov 25, 2024",DEN vs. NYK,L,11,0,2,0.0,0,2,0.0,2,2,1.0,0,0,0,1,0,1,1,1,2,-8,1,1641725,Trey Alexander
22024,1641725,0022400270,"Nov 23, 2024",DEN @ LAL,W,10,1,2,0.5,1,2,0.5,0,0,0.0,0,0,0,0,0,0,0,1,3,8,1,1641725,Trey Alexander
22024,1641725,0022400033,"Nov 22, 2024",DEN vs. DAL,L,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,6,1,1641725,Trey Alexander
22024,1641725,0022400023,"Nov 19, 2024",DEN @ MEM,W,9,0,3,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,1,0,-9,1,1641725,Trey Alexander
22024,1641725,0022400238,"Nov 17, 2024",DEN @ MEM,L,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1641725,Trey Alexander
22024,1641725,0022400148,"Nov 02, 2024",DEN vs. UTA,W,4,1,3,0.333,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,1,1641725,Trey Alexander
22024,1641725,0022400075,"Oct 24, 2024",DEN vs. OKC,L,2,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,1,1641725,Trey Alexander
22025,1641725,0022501153,"Apr 07, 2026",NOP vs. UTA,W,11,0,3,0.0,0,0,0.0,2,2,1.0,0,2,2,2,1,0,0,1,2,-12,1,1641725,Trey Alexander
22025,1641725,0022501138,"Apr 05, 2026",NOP vs. ORL,L,11,2,4,0.5,1,1,1.0,0,0,0.0,0,2,2,0,1,0,1,2,5,-4,1,1641725,Trey Alexander
22025,1641725,0022500534,"Jan 09, 2026",NOP @ WAS,W,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1,1,1641725,Trey Alexander
22025,1641725,0022500497,"Jan 04, 2026",NOP @ MIA,L,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,-3,1,1641725,Trey Alexander
22025,1641725,0022500337,"Dec 04, 2025",NOP vs. MIN,L,5,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-2,1,1641725,Trey Alexander
22025,1641725,0022500321,"Dec 02, 2025",NOP vs. MIN,L,12,3,3,1.0,1,1,1.0,0,0,0.0,0,2,2,1,1,0,0,1,7,8,1,1641725,Trey Alexander
22025,1641725,0022500308,"Nov 30, 2025",NOP @ LAL,L,21,3,4,0.75,1,1,1.0,0,0,0.0,0,2,2,3,0,1,1,2,7,-2,1,1641725,Trey Alexander
22024,1629638,0022401195,"Apr 13, 2025",MIN vs. UTA,W,33,3,9,0.333,2,8,0.25,1,1,1.0,0,5,5,7,2,1,1,1,9,6,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022401179,"Apr 11, 2025",MIN vs. BKN,W,22,4,6,0.667,1,3,0.333,1,2,0.5,0,2,2,4,0,0,2,3,10,6,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022401170,"Apr 10, 2025",MIN @ MEM,W,25,3,8,0.375,2,5,0.4,2,2,1.0,1,4,5,2,1,0,0,1,10,-8,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022401152,"Apr 08, 2025",MIN @ MIL,L,16,1,5,0.2,0,3,0.0,2,2,1.0,2,1,3,1,0,1,1,2,4,0,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022401130,"Apr 05, 2025",MIN @ PHI,W,27,2,5,0.4,0,2,0.0,3,4,0.75,1,1,2,5,0,0,0,1,7,14,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022401113,"Apr 03, 2025",MIN @ BKN,W,28,4,7,0.571,2,5,0.4,3,4,0.75,2,2,4,5,1,3,1,1,13,10,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022401102,"Apr 01, 2025",MIN @ DEN,W,45,8,16,0.5,5,11,0.455,5,7,0.714,3,5,8,8,0,2,1,4,26,14,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022401084,"Mar 30, 2025",MIN vs. DET,W,27,4,10,0.4,2,7,0.286,1,2,0.5,1,1,2,4,0,1,1,3,11,18,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022401071,"Mar 28, 2025",MIN vs. PHX,W,21,3,8,0.375,1,3,0.333,1,1,1.0,0,3,3,3,0,0,1,2,8,2,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022401037,"Mar 24, 2025",MIN @ IND,L,24,2,7,0.286,2,5,0.4,0,0,0.0,1,1,2,2,1,0,3,0,6,-13,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022401016,"Mar 21, 2025",MIN vs. NOP,W,23,3,6,0.5,1,2,0.5,1,1,1.0,0,2,2,3,0,0,1,0,8,24,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022401001,"Mar 19, 2025",MIN vs. NOP,L,21,1,7,0.143,0,3,0.0,7,7,1.0,2,2,4,2,2,0,2,3,9,-1,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400986,"Mar 17, 2025",MIN vs. IND,L,27,4,8,0.5,0,3,0.0,0,0,0.0,1,8,9,3,0,0,1,1,8,-2,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400981,"Mar 16, 2025",MIN vs. UTA,W,21,3,6,0.5,1,4,0.25,2,2,1.0,1,5,6,3,0,1,1,3,9,14,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400963,"Mar 14, 2025",MIN vs. ORL,W,18,4,8,0.5,1,3,0.333,3,4,0.75,0,3,3,1,0,0,3,0,12,-10,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400952,"Mar 12, 2025",MIN @ DEN,W,16,1,3,0.333,1,1,1.0,0,0,0.0,1,2,3,4,0,0,0,0,3,10,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400925,"Mar 09, 2025",MIN vs. SAS,W,24,3,6,0.5,2,3,0.667,2,2,1.0,0,2,2,2,1,0,1,0,10,13,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400907,"Mar 07, 2025",MIN @ MIA,W,23,4,11,0.364,3,9,0.333,1,2,0.5,0,2,2,0,1,2,1,0,12,-5,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400892,"Mar 05, 2025",MIN @ CHA,W,30,1,5,0.2,1,4,0.25,0,0,0.0,1,3,4,3,2,1,0,1,3,3,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400887,"Mar 04, 2025",MIN vs. PHI,W,27,8,11,0.727,3,6,0.5,1,1,1.0,0,3,3,3,2,0,0,0,20,32,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400873,"Mar 02, 2025",MIN @ PHX,W,26,0,6,0.0,0,3,0.0,0,0,0.0,0,2,2,6,3,1,1,1,0,11,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400858,"Feb 28, 2025",MIN @ UTA,L,35,4,10,0.4,2,5,0.4,2,2,1.0,1,1,2,2,1,1,1,1,12,-14,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400849,"Feb 27, 2025",MIN @ LAL,L,35,4,10,0.4,2,8,0.25,4,7,0.571,0,2,2,2,1,1,2,3,14,-1,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400826,"Feb 24, 2025",MIN @ OKC,W,35,7,12,0.583,2,4,0.5,5,6,0.833,0,5,5,3,0,1,2,2,21,23,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400820,"Feb 23, 2025",MIN vs. OKC,L,34,6,12,0.5,4,7,0.571,2,2,1.0,1,1,2,2,0,0,0,5,18,-16,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400801,"Feb 21, 2025",MIN @ HOU,L,43,6,11,0.545,4,5,0.8,0,0,0.0,2,3,5,3,0,1,2,3,16,-13,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400787,"Feb 13, 2025",MIN vs. OKC,W,30,5,11,0.455,4,9,0.444,0,0,0.0,1,5,6,2,0,0,2,4,14,6,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400776,"Feb 12, 2025",MIN vs. MIL,L,33,2,6,0.333,1,5,0.2,0,0,0.0,1,4,5,5,0,0,2,1,5,-2,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400755,"Feb 10, 2025",MIN @ CLE,L,26,2,6,0.333,0,4,0.0,2,2,1.0,2,4,6,2,0,1,1,3,6,-33,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400747,"Feb 08, 2025",MIN vs. POR,W,38,7,13,0.538,4,8,0.5,3,3,1.0,0,5,5,6,1,1,2,2,21,22,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400729,"Feb 06, 2025",MIN vs. HOU,W,32,1,4,0.25,0,1,0.0,0,0,0.0,0,3,3,2,1,0,0,1,2,11,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400723,"Feb 05, 2025",MIN vs. CHI,W,26,4,10,0.4,4,9,0.444,0,0,0.0,0,5,5,3,0,0,1,1,12,5,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400704,"Feb 03, 2025",MIN vs. SAC,L,23,1,5,0.2,0,3,0.0,0,0,0.0,0,1,1,2,0,0,0,3,2,-2,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400690,"Feb 01, 2025",MIN vs. WAS,L,41,4,14,0.286,2,9,0.222,4,4,1.0,1,2,3,5,1,0,1,3,14,-2,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400677,"Jan 30, 2025",MIN @ UTA,W,32,5,12,0.417,5,10,0.5,0,0,0.0,0,4,4,5,1,0,1,2,15,6,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400672,"Jan 29, 2025",MIN @ PHX,W,35,8,14,0.571,5,10,0.5,2,2,1.0,1,3,4,1,0,0,2,1,23,14,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400656,"Jan 27, 2025",MIN vs. ATL,W,22,2,7,0.286,1,5,0.2,0,0,0.0,2,7,9,2,0,0,2,5,5,5,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400634,"Jan 25, 2025",MIN vs. DEN,W,21,4,7,0.571,2,4,0.5,0,0,0.0,0,0,0,0,0,0,1,0,10,5,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400614,"Jan 22, 2025",MIN @ DAL,W,32,3,6,0.5,1,4,0.25,0,0,0.0,1,2,3,4,0,2,2,1,7,-5,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400601,"Jan 20, 2025",MIN @ MEM,L,22,2,10,0.2,1,4,0.25,0,0,0.0,3,2,5,1,0,0,1,4,5,8,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400590,"Jan 18, 2025",MIN vs. CLE,L,16,1,10,0.1,0,4,0.0,0,0,0.0,2,1,3,1,0,0,0,1,2,-15,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400578,"Jan 17, 2025",MIN @ NYK,W,27,2,6,0.333,2,5,0.4,0,2,0.0,0,2,2,1,0,0,0,2,6,4,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400565,"Jan 15, 2025",MIN vs. GSW,L,20,1,3,0.333,1,1,1.0,2,2,1.0,0,1,1,0,0,0,1,2,5,6,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400548,"Jan 13, 2025",MIN @ WAS,W,23,2,3,0.667,2,3,0.667,0,0,0.0,0,3,3,3,0,1,1,1,6,20,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400535,"Jan 11, 2025",MIN vs. MEM,L,26,3,10,0.3,1,7,0.143,1,3,0.333,0,2,2,6,1,0,1,0,8,0,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400519,"Jan 09, 2025",MIN @ ORL,W,22,1,5,0.2,0,2,0.0,0,0,0.0,1,5,6,3,0,0,0,2,2,2,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400505,"Jan 07, 2025",MIN @ NOP,W,18,4,9,0.444,2,6,0.333,1,1,1.0,0,1,1,2,0,0,0,1,11,9,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400500,"Jan 06, 2025",MIN vs. LAC,W,15,1,5,0.2,1,3,0.333,0,0,0.0,1,1,2,2,0,1,2,1,3,-7,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400479,"Jan 04, 2025",MIN @ DET,L,28,2,8,0.25,2,7,0.286,1,2,0.5,0,2,2,3,0,2,0,3,7,-8,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400464,"Jan 02, 2025",MIN vs. BOS,L,17,1,2,0.5,1,1,1.0,1,2,0.5,0,3,3,0,0,0,0,1,4,0,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400452,"Dec 31, 2024",MIN @ OKC,L,19,3,3,1.0,2,2,1.0,0,0,0.0,0,4,4,1,0,0,5,3,8,-12,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400441,"Dec 29, 2024",MIN vs. SAS,W,16,2,5,0.4,2,4,0.5,0,0,0.0,0,2,2,2,1,0,2,2,6,6,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400422,"Dec 27, 2024",MIN @ HOU,W,29,4,9,0.444,3,7,0.429,0,0,0.0,0,4,4,5,0,0,0,1,11,13,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400406,"Dec 25, 2024",MIN @ DAL,W,15,3,7,0.429,2,4,0.5,0,0,0.0,0,3,3,2,1,0,0,2,8,1,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400395,"Dec 23, 2024",MIN @ ATL,L,29,4,7,0.571,3,6,0.5,0,0,0.0,0,4,4,4,1,0,2,2,11,1,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400383,"Dec 21, 2024",MIN vs. GSW,L,19,1,4,0.25,0,2,0.0,0,0,0.0,0,2,2,1,0,0,2,1,2,-12,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400367,"Dec 19, 2024",MIN vs. NYK,L,22,5,5,1.0,1,1,1.0,1,1,1.0,0,3,3,1,1,0,1,2,12,-21,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022401218,"Dec 15, 2024",MIN @ SAS,W,24,6,15,0.4,2,8,0.25,3,3,1.0,1,2,3,3,2,0,0,0,17,28,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022401210,"Dec 13, 2024",MIN vs. LAL,W,19,1,7,0.143,0,3,0.0,0,0,0.0,0,3,3,2,1,0,1,2,2,-7,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400355,"Dec 08, 2024",MIN @ GSW,L,24,7,9,0.778,4,5,0.8,1,2,0.5,1,0,1,1,0,1,1,1,19,-4,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400338,"Dec 06, 2024",MIN @ GSW,W,18,2,5,0.4,1,2,0.5,0,1,0.0,1,1,2,2,0,0,1,2,5,16,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400324,"Dec 04, 2024",MIN @ LAC,W,22,3,9,0.333,2,7,0.286,0,0,0.0,0,3,3,3,1,1,4,2,8,10,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400318,"Dec 02, 2024",MIN vs. LAL,W,26,6,11,0.545,2,6,0.333,1,2,0.5,0,0,0,4,0,0,1,2,15,14,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400044,"Nov 29, 2024",MIN vs. LAC,W,28,4,10,0.4,2,6,0.333,2,2,1.0,3,7,10,1,2,0,3,4,12,-1,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400294,"Nov 27, 2024",MIN vs. SAC,L,20,5,6,0.833,5,6,0.833,2,2,1.0,0,2,2,3,1,2,0,4,17,-4,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400037,"Nov 26, 2024",MIN vs. HOU,L,30,6,7,0.857,0,1,0.0,1,1,1.0,1,1,2,3,0,0,2,2,13,2,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400271,"Nov 24, 2024",MIN @ BOS,L,27,1,7,0.143,0,4,0.0,2,2,1.0,1,0,1,4,0,0,0,2,4,12,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400261,"Nov 21, 2024",MIN @ TOR,L,26,1,6,0.167,1,2,0.5,3,4,0.75,0,4,4,0,2,0,1,3,6,-1,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400234,"Nov 17, 2024",MIN vs. PHX,W,20,4,6,0.667,0,1,0.0,0,0,0.0,1,1,2,2,0,1,2,0,8,0,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400020,"Nov 15, 2024",MIN @ SAC,W,21,4,6,0.667,2,3,0.667,0,0,0.0,1,2,3,3,0,0,1,2,10,-2,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400226,"Nov 13, 2024",MIN @ POR,L,32,5,11,0.455,3,7,0.429,0,0,0.0,1,4,5,3,3,1,4,1,13,-2,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400008,"Nov 12, 2024",MIN @ POR,L,27,3,7,0.429,1,3,0.333,1,1,1.0,0,0,0,2,3,0,2,1,8,-13,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400206,"Nov 10, 2024",MIN vs. MIA,L,26,5,6,0.833,2,3,0.667,0,0,0.0,1,2,3,1,1,1,0,2,12,-3,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400193,"Nov 08, 2024",MIN vs. POR,W,27,3,4,0.75,1,2,0.5,2,2,1.0,1,5,6,3,2,0,3,1,9,12,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400181,"Nov 07, 2024",MIN @ CHI,W,22,2,5,0.4,1,3,0.333,0,0,0.0,0,1,1,0,1,0,1,1,5,-2,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400162,"Nov 04, 2024",MIN vs. CHA,W,21,1,6,0.167,1,3,0.333,3,4,0.75,0,2,2,3,0,0,2,2,6,22,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400146,"Nov 02, 2024",MIN @ SAS,L,24,3,7,0.429,0,4,0.0,0,1,0.0,1,2,3,6,0,1,2,1,6,-3,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400139,"Nov 01, 2024",MIN vs. DEN,W,24,2,6,0.333,2,4,0.5,2,2,1.0,0,2,2,5,3,1,0,1,8,27,1,1629638,Nickeil Alexander-Walker
22024,1629638,0022400114,"Oct 29, 2024",MIN vs. DAL,L,24,4,7,0.571,3,5,0.6,0,0,0.0,1,1,2,3,1,0,1,3,11,4,1,1629638,Nickeil Alexander-Walker
